fuel,location,price,year,subcategory,transmission
gasolina,lima,18900.0,2019,camioneta,secuencial
gasolina,lima,7800.0,2010,otros,automatica
gasolina,lima,19000.0,2016,camioneta,secuencial
gasolina,provincia,19500.0,2025,camioneta,mecanica
gasolina,lima,26700.0,2022,otros,secuencial
gasolina,lima,12800.0,2016,otros,secuencial
gasolina,lima,19500.0,2018,otros,secuencial
otro,lima,15000.0,2024,camioneta,mecanica
otro,lima,18000.0,2022,otros,automatica
gasolina,lima,17500.0,2018,otros,secuencial
otro,lima,47800.0,2022,otros,secuencial
gasolina,lima,16700.0,2022,camioneta,secuencial
gasolina,lima,10990.0,2020,camioneta,mecanica
gasolina,lima,8500.0,2006,camioneta,mecanica
otro,lima,12750.0,2025,camioneta,mecanica
gasolina,lima,12800.0,2012,camioneta,automatica
gasolina,lima,2999.0,1978,otros,mecanica
gasolina,lima,13100.0,2012,camioneta,automatica
otro,lima,8000.0,2004,camioneta,automatica
gasolina,lima,17900.0,2025,otros,mecanica
gasolina,lima,8950.0,2017,otros,secuencial
gasolina,lima,8700.0,2013,otros,mecanica
gasolina,lima,42000.0,2013,camioneta,secuencial
otro,lima,8500.0,2014,otros,mecanica
gasolina,lima,13000.0,2014,otros,secuencial
gasolina,lima,10500.0,2014,otros,secuencial
gasolina,lima,7500.0,2012,otros,mecanica
gasolina,lima,11950.0,2013,otros,secuencial
gasolina,lima,18800.0,2012,camioneta,automatica
otro,lima,11500.0,2014,otros,secuencial
gasolina,provincia,16800.0,2017,otros,secuencial
gasolina,lima,31000.0,2023,camioneta,automatica
gasolina,lima,18500.0,2024,camioneta,secuencial
gasolina,lima,8800.0,2010,camioneta,automatica
gasolina,provincia,29500.0,2017,camioneta,secuencial
gasolina,lima,8900.0,2021,otros,mecanica
otro,lima,13500.0,2013,camioneta,mecanica
gasolina,lima,27950.0,2023,camioneta,secuencial
gasolina,lima,21000.0,2023,camioneta,secuencial
gasolina,lima,13900.0,2013,camioneta,secuencial
gasolina,lima,12000.0,2015,camioneta,mecanica
gasolina,lima,55000.0,2020,camioneta,automatica
gasolina,lima,35000.0,2011,camioneta,secuencial
gasolina,lima,23900.0,2019,camioneta,secuencial
gasolina,lima,18500.0,2018,camioneta,automatica
gasolina,lima,15800.0,2016,otros,secuencial
gasolina,lima,32500.0,2022,camioneta,secuencial
gasolina,lima,36000.0,2016,camioneta,mecanica
gasolina,lima,15800.0,2022,camioneta,mecanica
gasolina,lima,80000.0,2024,camioneta,secuencial
gasolina,lima,18000.0,2017,camioneta,automatica
gasolina,lima,20499.0,2015,camioneta,secuencial
gasolina,lima,19600.0,2022,camioneta,secuencial
otro,lima,27900.0,2024,camioneta,secuencial
otro,lima,23990.0,2025,camioneta,secuencial
gasolina,lima,24800.0,2020,camioneta,automatica
gasolina,lima,13900.0,2019,otros,secuencial
gasolina,lima,18500.0,2017,otros,secuencial
gasolina,lima,17800.0,2018,camioneta,automatica
gasolina,lima,29500.0,2025,otros,automatica
gasolina,lima,9750.0,2013,otros,secuencial
gasolina,lima,13800.0,2015,camioneta,secuencial
gasolina,lima,15900.0,2019,camioneta,secuencial
gasolina,lima,54000.0,2023,camioneta,automatica
gasolina,lima,20000.0,2023,camioneta,mecanica
otro,lima,12000.0,2021,otros,mecanica
gasolina,lima,17500.0,2017,otros,secuencial
gasolina,lima,17000.0,2021,camioneta,automatica
otro,lima,8900.0,2020,otros,mecanica
gasolina,lima,13600.0,2015,otros,secuencial
gasolina,lima,13500.0,2014,camioneta,automatica
gasolina,lima,29500.0,2019,camioneta,secuencial
gasolina,lima,17900.0,2020,camioneta,mecanica
gasolina,lima,20000.0,2015,camioneta,secuencial
gasolina,lima,7900.0,2015,otros,mecanica
gasolina,lima,13700.0,2018,camioneta,automatica
otro,lima,10400.0,2010,otros,mecanica
otro,lima,14000.0,2014,camioneta,automatica
gasolina,provincia,17800.0,2023,otros,automatica
gasolina,lima,14200.0,2014,otros,secuencial
otro,lima,3200.0,2000,otros,automatica
gasolina,lima,25800.0,2022,otros,secuencial
gasolina,provincia,13000.0,2024,camioneta,mecanica
gasolina,lima,18800.0,2018,otros,automatica
gasolina,lima,10900.0,2016,camioneta,secuencial
otro,lima,13700.0,2022,otros,mecanica
gasolina,lima,23500.0,2023,camioneta,secuencial
gasolina,provincia,12900.0,2022,camioneta,mecanica
gasolina,lima,3400.0,1991,otros,automatica
otro,provincia,37200.0,2021,camioneta,secuencial
gasolina,lima,20000.0,1963,deportivo,automatica
gasolina,lima,31500.0,2020,camioneta,secuencial
gasolina,lima,10490.0,2017,camioneta,secuencial
gasolina,lima,28000.0,2018,camioneta,automatica
otro,lima,12000.0,2014,camioneta,automatica
gasolina,lima,5000.0,2004,camioneta,automatica
gasolina,lima,9000.0,2018,otros,mecanica
gasolina,lima,11500.0,2013,camioneta,secuencial
gasolina,lima,8000.0,2016,otros,secuencial
gasolina,lima,7200.0,2010,camioneta,automatica
gasolina,lima,22500.0,2017,camioneta,secuencial
gasolina,lima,51500.0,2022,otros,secuencial
otro,lima,13500.0,2013,camioneta,secuencial
otro,lima,8900.0,2013,otros,automatica
otro,lima,20900.0,2018,camioneta,automatica
otro,lima,7500.0,2005,camioneta,automatica
gasolina,lima,22000.0,2016,camioneta,secuencial
gasolina,lima,20200.0,2023,camioneta,secuencial
gasolina,lima,26500.0,2017,camioneta,secuencial
gasolina,lima,11300.0,2025,camioneta,secuencial
otro,lima,18200.0,2019,camioneta,automatica
gasolina,lima,14900.0,2024,otros,secuencial
gasolina,provincia,19500.0,2016,camioneta,secuencial
gasolina,lima,11800.0,2014,camioneta,secuencial
otro,lima,8800.0,2023,otros,mecanica
gasolina,lima,24800.0,2019,camioneta,secuencial
gasolina,lima,13000.0,2014,camioneta,mecanica
otro,lima,26500.0,2021,otros,mecanica
otro,provincia,30000.0,2025,camioneta,mecanica
gasolina,lima,9000.0,2018,otros,mecanica
gasolina,lima,16900.0,2011,deportivo,secuencial
otro,provincia,19000.0,2015,otros,mecanica
gasolina,lima,50000.0,2021,camioneta,secuencial
gasolina,provincia,15800.0,2022,camioneta,secuencial
gasolina,lima,8500.0,2012,camioneta,mecanica
gasolina,lima,20000.0,2025,camioneta,mecanica
gasolina,lima,17950.0,2024,camioneta,secuencial
gasolina,lima,26900.0,2014,camioneta,automatica
gasolina,lima,37000.0,2022,camioneta,secuencial
otro,lima,15200.0,2016,camioneta,automatica
gasolina,lima,16000.0,2014,camioneta,secuencial
gasolina,provincia,15500.0,2024,camioneta,automatica
otro,lima,9800.0,2013,camioneta,secuencial
gasolina,lima,17000.0,2020,camioneta,secuencial
gasolina,lima,15700.0,2017,camioneta,secuencial
gasolina,provincia,8850.0,2011,otros,secuencial
gasolina,lima,3800.0,1973,otros,mecanica
gasolina,lima,27500.0,2016,camioneta,automatica
otro,lima,21500.0,2024,camioneta,automatica
gasolina,lima,11000.0,2023,otros,mecanica
gasolina,lima,11000.0,2014,camioneta,automatica
otro,lima,7500.0,2016,otros,mecanica
gasolina,lima,9000.0,2014,otros,secuencial
otro,lima,21000.0,2021,camioneta,mecanica
gasolina,lima,40000.0,2015,otros,automatica
otro,lima,24000.0,2021,camioneta,secuencial
otro,provincia,22000.0,2026,camioneta,automatica
otro,lima,14900.0,2016,camioneta,secuencial
otro,lima,13500.0,2024,otros,mecanica
gasolina,lima,15800.0,2006,otros,secuencial
otro,lima,7750.0,2014,otros,mecanica
otro,lima,14500.0,2025,otros,mecanica
gasolina,lima,13500.0,1981,deportivo,automatica
otro,lima,27900.0,2017,otros,mecanica
otro,lima,2700.0,1998,otros,mecanica
gasolina,lima,3400.0,1981,otros,mecanica
gasolina,lima,4000.0,2000,otros,mecanica
gasolina,lima,20500.0,2018,camioneta,automatica
gasolina,lima,15000.0,2017,otros,secuencial
gasolina,lima,19500.0,2019,camioneta,secuencial
gasolina,provincia,10000.0,2015,camioneta,mecanica
gasolina,lima,19500.0,2020,camioneta,secuencial
gasolina,lima,12000.0,2017,otros,automatica
gasolina,lima,16000.0,2018,deportivo,secuencial
otro,lima,22600.0,2016,otros,secuencial
gasolina,lima,13900.0,2014,otros,automatica
gasolina,lima,57900.0,2024,camioneta,secuencial
otro,lima,13200.0,2021,otros,mecanica
otro,lima,8500.0,2017,otros,mecanica
gasolina,lima,24900.0,2018,camioneta,automatica
gasolina,provincia,10500.0,2012,otros,mecanica
gasolina,lima,21500.0,2019,camioneta,secuencial
otro,lima,9400.0,2021,otros,mecanica
otro,lima,8500.0,2019,otros,secuencial
otro,lima,10200.0,2015,camioneta,mecanica
otro,lima,15490.0,2025,camioneta,mecanica
gasolina,lima,19500.0,2017,camioneta,secuencial
gasolina,lima,23000.0,2018,camioneta,secuencial
otro,lima,10100.0,2012,camioneta,secuencial
otro,lima,11000.0,2015,otros,secuencial
gasolina,lima,9900.0,2022,otros,secuencial
gasolina,lima,3700.0,1992,otros,mecanica
otro,lima,11990.0,2021,otros,mecanica
gasolina,lima,16000.0,2015,camioneta,secuencial
otro,provincia,19000.0,2024,camioneta,mecanica
gasolina,provincia,43000.0,2021,camioneta,automatica
gasolina,lima,9000.0,2020,otros,automatica
gasolina,lima,15000.0,2016,otros,secuencial
gasolina,lima,13500.0,2018,otros,mecanica
gasolina,lima,17900.0,2019,otros,secuencial
gasolina,lima,19500.0,2016,camioneta,automatica
otro,provincia,19700.0,2018,camioneta,secuencial
otro,lima,4250.0,2012,otros,mecanica
gasolina,lima,6900.0,2011,otros,secuencial
otro,lima,11500.0,2024,camioneta,mecanica
gasolina,lima,18000.0,2017,camioneta,secuencial
otro,lima,7000.0,2005,camioneta,automatica
otro,lima,5600.0,2003,otros,automatica
gasolina,lima,15950.0,2017,camioneta,secuencial
gasolina,lima,16300.0,2020,camioneta,secuencial
gasolina,lima,16800.0,2015,camioneta,secuencial
gasolina,lima,17100.0,2017,otros,automatica
gasolina,lima,13500.0,2021,otros,mecanica
gasolina,provincia,8900.0,2008,camioneta,automatica
gasolina,lima,13400.0,2017,camioneta,automatica
gasolina,lima,18700.0,2023,camioneta,secuencial
gasolina,lima,6500.0,2012,camioneta,mecanica
gasolina,lima,15500.0,2025,otros,secuencial
gasolina,provincia,10500.0,2011,camioneta,secuencial
gasolina,lima,12800.0,2017,otros,mecanica
otro,lima,24500.0,2022,otros,mecanica
gasolina,lima,13990.0,2018,otros,mecanica
gasolina,lima,20000.0,2018,camioneta,secuencial
gasolina,lima,5000.0,1966,deportivo,automatica
otro,lima,16500.0,2022,camioneta,automatica
gasolina,lima,13600.0,2012,camioneta,automatica
otro,provincia,12999.0,2010,camioneta,mecanica
gasolina,lima,22000.0,2017,otros,automatica
otro,lima,6000.0,1998,camioneta,automatica
otro,lima,19400.0,2024,camioneta,secuencial
gasolina,lima,7800.0,2013,otros,mecanica
gasolina,lima,23000.0,2024,camioneta,secuencial
gasolina,lima,41000.0,2023,camioneta,secuencial
gasolina,lima,13500.0,2013,otros,automatica
otro,lima,26500.0,2023,camioneta,automatica
otro,lima,9000.0,2006,camioneta,automatica
otro,provincia,8890.0,1998,otros,automatica
gasolina,lima,7500.0,2009,otros,secuencial
otro,lima,15000.0,2024,camioneta,mecanica
gasolina,provincia,30500.0,2023,camioneta,automatica
otro,lima,20500.0,2026,camioneta,mecanica
gasolina,lima,7700.0,2009,otros,secuencial
gasolina,lima,20500.0,2017,otros,secuencial
gasolina,lima,12000.0,1975,deportivo,automatica
gasolina,lima,16300.0,2024,otros,secuencial
otro,lima,4100.0,2000,otros,mecanica
otro,lima,12000.0,2009,otros,automatica
gasolina,lima,10600.0,2016,deportivo,secuencial
otro,provincia,15300.0,2016,otros,mecanica
gasolina,lima,8900.0,1998,camioneta,secuencial
gasolina,lima,16750.0,2021,camioneta,secuencial
otro,lima,9500.0,2012,camioneta,secuencial
gasolina,provincia,9500.0,2013,camioneta,secuencial
gasolina,lima,8000.0,2022,otros,automatica
otro,provincia,8900.0,2020,otros,mecanica
gasolina,lima,24500.0,2017,camioneta,secuencial
otro,provincia,22000.0,2017,otros,mecanica
gasolina,provincia,15500.0,2022,camioneta,mecanica
otro,provincia,10800.0,2022,otros,mecanica
otro,provincia,11900.0,2022,otros,mecanica
gasolina,lima,7800.0,2015,otros,secuencial
gasolina,lima,30000.0,2024,camioneta,mecanica
gasolina,lima,21500.0,2020,camioneta,secuencial
gasolina,lima,6500.0,2010,otros,mecanica
gasolina,lima,7500.0,2013,otros,automatica
gasolina,lima,18900.0,2016,otros,automatica
gasolina,lima,8900.0,2002,camioneta,automatica
otro,lima,27500.0,2017,otros,mecanica
gasolina,lima,54900.0,2019,camioneta,secuencial
gasolina,lima,18300.0,2018,otros,secuencial
otro,lima,8000.0,2013,otros,secuencial
otro,lima,4500.0,2005,otros,automatica
otro,lima,9200.0,2007,camioneta,secuencial
gasolina,lima,16000.0,2022,camioneta,mecanica
gasolina,lima,19000.0,2023,camioneta,secuencial
gasolina,lima,8500.0,2010,camioneta,automatica
gasolina,lima,11800.0,2009,camioneta,automatica
gasolina,provincia,11350.0,2017,camioneta,mecanica
gasolina,lima,25900.0,2018,camioneta,secuencial
gasolina,lima,13900.0,2015,camioneta,secuencial
otro,lima,12900.0,2023,camioneta,mecanica
gasolina,lima,10000.0,2021,otros,mecanica
gasolina,lima,19950.0,2024,camioneta,automatica
otro,lima,8000.0,2011,otros,automatica
gasolina,lima,17500.0,2008,camioneta,secuencial
otro,lima,27000.0,2025,camioneta,automatica
gasolina,lima,16400.0,2018,camioneta,automatica
gasolina,lima,5800.0,2013,otros,mecanica
otro,lima,7300.0,1990,camioneta,mecanica
gasolina,provincia,18500.0,2025,camioneta,secuencial
gasolina,lima,17600.0,2022,camioneta,secuencial
otro,lima,9200.0,2014,otros,mecanica
gasolina,provincia,11000.0,2013,camioneta,mecanica
otro,provincia,15500.0,2020,camioneta,mecanica
gasolina,provincia,14300.0,2023,otros,mecanica
otro,lima,15500.0,2021,camioneta,mecanica
gasolina,lima,13000.0,2015,deportivo,secuencial
otro,lima,4000.0,2001,otros,automatica
gasolina,lima,37500.0,2024,camioneta,secuencial
otro,lima,57900.0,2022,camioneta,automatica
gasolina,provincia,11300.0,2013,camioneta,automatica
otro,lima,7500.0,2011,otros,automatica
otro,lima,33900.0,2023,camioneta,secuencial
otro,lima,11600.0,2018,otros,secuencial
gasolina,provincia,976043.0,2023,otros,mecanica
gasolina,lima,16000.0,2013,camioneta,automatica
gasolina,lima,12000.0,2017,otros,mecanica
gasolina,lima,10400.0,2017,otros,mecanica
gasolina,lima,8100.0,2011,otros,secuencial
gasolina,lima,19890.0,2023,camioneta,automatica
gasolina,lima,25900.0,2018,camioneta,secuencial
gasolina,provincia,18500.0,2025,camioneta,mecanica
otro,lima,9000.0,2022,otros,mecanica
otro,provincia,3000.0,1993,otros,automatica
otro,lima,10000.0,2024,otros,mecanica
gasolina,lima,15400.0,2019,otros,secuencial
gasolina,lima,7800.0,2014,otros,mecanica
gasolina,provincia,17990.0,2022,camioneta,secuencial
otro,lima,12000.0,2022,otros,mecanica
otro,lima,12500.0,2012,otros,secuencial
otro,lima,29500.0,2019,otros,automatica
gasolina,lima,12300.0,2022,otros,mecanica
otro,lima,35000.0,2019,camioneta,secuencial
otro,lima,11500.0,2011,camioneta,secuencial
gasolina,lima,21500.0,2024,camioneta,automatica
otro,lima,11500.0,2023,camioneta,automatica
otro,lima,12400.0,2019,otros,secuencial
otro,provincia,10500.0,2022,camioneta,mecanica
gasolina,lima,18000.0,2019,camioneta,secuencial
otro,lima,12500.0,2013,camioneta,mecanica
gasolina,lima,13000.0,2015,otros,automatica
gasolina,provincia,13000.0,2015,deportivo,mecanica
otro,provincia,18000.0,2011,camioneta,automatica
gasolina,provincia,15800.0,2020,camioneta,secuencial
otro,lima,9300.0,2010,camioneta,mecanica
gasolina,lima,16500.0,2016,otros,automatica
gasolina,lima,13000.0,2014,camioneta,secuencial
otro,lima,16000.0,2015,camioneta,automatica
otro,lima,29500.0,2021,camioneta,automatica
gasolina,provincia,15000.0,2016,camioneta,secuencial
gasolina,provincia,24999.0,2023,camioneta,automatica
gasolina,lima,29500.0,2015,camioneta,secuencial
gasolina,provincia,5400.0,2007,otros,secuencial
otro,lima,7400.0,2015,otros,secuencial
gasolina,lima,20900.0,2017,camioneta,secuencial
gasolina,provincia,14100.0,2022,camioneta,mecanica
otro,provincia,15000.0,2020,camioneta,mecanica
otro,lima,23499.0,2011,camioneta,mecanica
gasolina,lima,23000.0,2022,camioneta,secuencial
gasolina,lima,9000.0,2012,otros,secuencial
otro,provincia,5000.0,2005,otros,automatica
otro,lima,16500.0,2021,camioneta,secuencial
gasolina,lima,9800.0,2017,otros,secuencial
otro,lima,12700.0,2019,otros,automatica
gasolina,lima,24000.0,2016,camioneta,secuencial
otro,lima,4200.0,1992,otros,automatica
gasolina,lima,14500.0,2020,otros,secuencial
gasolina,lima,28800.0,2020,camioneta,secuencial
gasolina,provincia,15200.0,2018,camioneta,mecanica
gasolina,lima,13900.0,2014,camioneta,automatica
gasolina,lima,24200.0,2023,camioneta,secuencial
gasolina,lima,10500.0,2016,otros,mecanica
otro,lima,17850.0,2018,camioneta,mecanica
gasolina,lima,16900.0,2018,camioneta,secuencial
gasolina,lima,21300.0,2020,camioneta,automatica
gasolina,lima,7700.0,2008,otros,mecanica
gasolina,provincia,8875.0,2012,camioneta,mecanica
gasolina,provincia,85900.0,2024,camioneta,secuencial
gasolina,provincia,9950.0,2019,otros,mecanica
gasolina,lima,16990.0,2019,otros,secuencial
gasolina,lima,23900.0,2018,camioneta,secuencial
gasolina,lima,14000.0,1954,otros,automatica
gasolina,lima,4350.0,1993,otros,automatica
gasolina,lima,15500.0,2017,camioneta,automatica
gasolina,lima,34000.0,2021,camioneta,automatica
gasolina,lima,17700.0,2022,otros,mecanica
otro,lima,14000.0,2022,camioneta,mecanica
otro,lima,8600.0,2009,otros,mecanica
gasolina,lima,9000.0,2009,camioneta,secuencial
gasolina,lima,15800.0,2015,camioneta,automatica
otro,lima,13200.0,2015,camioneta,mecanica
gasolina,provincia,10000.0,2008,camioneta,automatica
otro,lima,1500.0,2012,otros,mecanica
otro,lima,12000.0,2007,camioneta,secuencial
gasolina,lima,13500.0,2012,camioneta,mecanica
gasolina,lima,23500.0,2025,camioneta,automatica
gasolina,lima,8500.0,1995,deportivo,mecanica
gasolina,lima,15500.0,2020,camioneta,automatica
gasolina,lima,5800.0,2005,otros,automatica
gasolina,lima,16000.0,2021,camioneta,automatica
gasolina,lima,10500.0,2017,camioneta,automatica
gasolina,lima,7900.0,2008,otros,mecanica
otro,lima,15900.0,2020,camioneta,mecanica
gasolina,lima,21500.0,2021,camioneta,automatica
gasolina,lima,11300.0,2013,camioneta,secuencial
gasolina,provincia,12300.0,2012,camioneta,secuencial
otro,lima,12000.0,2021,otros,automatica
otro,lima,7300.0,2014,otros,mecanica
gasolina,lima,19700.0,2018,camioneta,secuencial
gasolina,lima,27000.0,2015,deportivo,secuencial
gasolina,lima,17700.0,2018,deportivo,secuencial
gasolina,provincia,49000.0,2014,camioneta,automatica
gasolina,lima,21000.0,2022,camioneta,secuencial
gasolina,lima,8500.0,2020,otros,mecanica
otro,provincia,14500.0,2012,otros,mecanica
gasolina,lima,11000.0,2021,camioneta,automatica
gasolina,lima,13900.0,2017,otros,secuencial
gasolina,lima,33000.0,2020,otros,secuencial
gasolina,provincia,23000.0,2021,camioneta,secuencial
otro,provincia,93000.0,2013,deportivo,mecanica
gasolina,lima,15500.0,2013,camioneta,automatica
gasolina,lima,15109.0,2017,otros,secuencial
gasolina,provincia,15500.0,2015,otros,secuencial
otro,lima,11490.0,2022,camioneta,secuencial
gasolina,provincia,17500.0,2014,camioneta,mecanica
gasolina,lima,14000.0,2015,camioneta,mecanica
gasolina,lima,22990.0,2025,camioneta,automatica
gasolina,lima,9900.0,2016,camioneta,secuencial
gasolina,lima,12500.0,2020,otros,automatica
gasolina,lima,11000.0,2019,otros,secuencial
gasolina,lima,4850.0,1996,otros,automatica
gasolina,lima,4400.0,1997,otros,mecanica
otro,lima,10500.0,2014,otros,automatica
gasolina,lima,12500.0,2020,camioneta,secuencial
otro,provincia,12000.0,2017,camioneta,mecanica
gasolina,lima,13500.0,2013,otros,secuencial
gasolina,lima,18000.0,2023,camioneta,secuencial
gasolina,lima,8900.0,2010,otros,secuencial
otro,lima,17450.0,2024,camioneta,mecanica
gasolina,lima,20000.0,2023,camioneta,automatica
otro,lima,7700.0,2017,otros,mecanica
otro,lima,28000.0,2017,otros,mecanica
gasolina,lima,17900.0,2017,camioneta,secuencial
gasolina,lima,3650.0,1994,otros,mecanica
gasolina,lima,20499.0,2017,camioneta,secuencial
gasolina,provincia,26000.0,2022,camioneta,mecanica
gasolina,lima,11200.0,2011,deportivo,secuencial
gasolina,lima,11000.0,2018,otros,mecanica
gasolina,lima,12100.0,2020,camioneta,automatica
otro,lima,30000.0,2022,otros,secuencial
gasolina,lima,17150.0,2015,camioneta,secuencial
gasolina,lima,9200.0,2018,otros,mecanica
gasolina,lima,14500.0,2024,otros,mecanica
otro,provincia,8800.0,2017,otros,secuencial
gasolina,lima,21900.0,2024,camioneta,automatica
gasolina,lima,38000.0,2023,camioneta,secuencial
gasolina,lima,15200.0,2016,otros,automatica
gasolina,lima,27000.0,2012,otros,automatica
gasolina,lima,8171.0,2008,otros,secuencial
gasolina,lima,12000.0,2014,otros,secuencial
gasolina,lima,12900.0,2016,otros,secuencial
gasolina,lima,57000.0,2020,otros,secuencial
gasolina,lima,14990.0,2023,camioneta,secuencial
gasolina,lima,13800.0,2014,camioneta,secuencial
gasolina,lima,23500.0,2020,camioneta,secuencial
gasolina,provincia,12000.0,2016,camioneta,mecanica
gasolina,lima,2800.0,1992,otros,mecanica
gasolina,lima,44000.0,2022,otros,automatica
gasolina,lima,13900.0,2016,otros,secuencial
gasolina,lima,11000.0,2011,camioneta,mecanica
otro,lima,21900.0,2026,camioneta,mecanica
otro,lima,17500.0,2024,otros,automatica
gasolina,lima,15500.0,2016,otros,automatica
otro,lima,11200.0,2017,camioneta,mecanica
gasolina,lima,26000.0,2018,otros,secuencial
gasolina,lima,18900.0,2020,camioneta,secuencial
otro,lima,13300.0,2020,camioneta,secuencial
gasolina,lima,9800.0,2014,otros,secuencial
gasolina,provincia,9000.0,2023,otros,mecanica
gasolina,lima,23000.0,2020,camioneta,automatica
gasolina,lima,9200.0,2018,otros,automatica
gasolina,lima,10000.0,2017,otros,mecanica
gasolina,lima,17350.0,2020,camioneta,automatica
gasolina,lima,13800.0,2023,camioneta,mecanica
gasolina,lima,11800.0,2023,otros,mecanica
otro,lima,18800.0,2020,otros,mecanica
gasolina,lima,23000.0,2019,camioneta,secuencial
otro,lima,15420.0,2013,camioneta,secuencial
gasolina,lima,10990.0,2014,otros,secuencial
otro,lima,10200.0,2019,camioneta,mecanica
gasolina,lima,4800.0,2003,otros,automatica
gasolina,lima,9900.0,2014,otros,automatica
gasolina,provincia,18000.0,2018,deportivo,automatica
otro,lima,90000.0,2023,camioneta,automatica
gasolina,lima,21800.0,2019,camioneta,secuencial
otro,lima,36000.0,2010,camioneta,automatica
gasolina,lima,13000.0,2010,camioneta,automatica
gasolina,lima,47900.0,2020,otros,secuencial
gasolina,lima,20300.0,2018,otros,secuencial
gasolina,lima,15800.0,2017,otros,secuencial
gasolina,lima,15000.0,2016,camioneta,automatica
gasolina,lima,13500.0,1996,deportivo,automatica
otro,lima,6950.0,2016,otros,mecanica
gasolina,lima,21575.0,2021,camioneta,automatica
gasolina,lima,11500.0,2012,camioneta,secuencial
otro,lima,4000.0,2000,otros,mecanica
gasolina,lima,24000.0,2018,otros,automatica
gasolina,lima,15400.0,2017,camioneta,automatica
otro,provincia,3650.0,1983,otros,mecanica
gasolina,lima,16800.0,2014,camioneta,secuencial
gasolina,provincia,31000.0,2018,camioneta,mecanica
gasolina,lima,74900.0,2012,deportivo,secuencial
otro,lima,23000.0,2026,camioneta,secuencial
gasolina,lima,10500.0,2012,camioneta,automatica
gasolina,lima,12700.0,2017,otros,secuencial
gasolina,lima,8500.0,2018,otros,mecanica
gasolina,lima,14500.0,2014,otros,secuencial
otro,lima,5250.0,2008,otros,mecanica
gasolina,lima,13000.0,2016,otros,secuencial
otro,provincia,21500.0,2013,otros,mecanica
gasolina,lima,22000.0,2021,camioneta,secuencial
gasolina,lima,15600.0,2018,otros,secuencial
gasolina,lima,16000.0,2024,otros,mecanica
gasolina,lima,20000.0,2015,deportivo,mecanica
otro,lima,9600.0,2021,otros,mecanica
gasolina,lima,11000.0,2009,camioneta,automatica
gasolina,lima,8800.0,2012,camioneta,mecanica
gasolina,lima,8500.0,2003,otros,secuencial
otro,lima,13900.0,2011,camioneta,automatica
gasolina,lima,12400.0,2018,otros,automatica
gasolina,lima,14900.0,2019,camioneta,automatica
gasolina,lima,33500.0,2021,camioneta,secuencial
gasolina,provincia,25000.0,2020,otros,secuencial
otro,provincia,3000.0,1987,otros,mecanica
gasolina,provincia,9000.0,2018,otros,secuencial
gasolina,lima,15500.0,2016,otros,secuencial
gasolina,lima,13800.0,2024,otros,secuencial
gasolina,lima,19500.0,2020,camioneta,mecanica
otro,lima,19000.0,2023,camioneta,mecanica
gasolina,lima,13000.0,2017,otros,automatica
gasolina,lima,12999.0,2020,otros,mecanica
otro,lima,8000.0,2010,otros,mecanica
gasolina,lima,50000.0,2023,camioneta,automatica
otro,lima,12000.0,2021,otros,mecanica
gasolina,provincia,11800.0,2021,otros,mecanica
gasolina,lima,9000.0,2007,camioneta,automatica
gasolina,lima,27800.0,2023,camioneta,secuencial
gasolina,lima,3600.0,1994,deportivo,mecanica
otro,lima,10000.0,2021,camioneta,mecanica
gasolina,lima,14950.0,2014,camioneta,automatica
otro,lima,17000.0,2019,otros,mecanica
gasolina,lima,10700.0,2018,otros,mecanica
gasolina,lima,42000.0,2024,camioneta,automatica
gasolina,lima,16000.0,2016,otros,secuencial
otro,lima,55000.0,2025,camioneta,automatica
gasolina,lima,27900.0,2023,camioneta,secuencial
gasolina,provincia,29500.0,2024,camioneta,automatica
gasolina,provincia,13700.0,2014,camioneta,mecanica
gasolina,lima,49900.0,2017,camioneta,secuencial
gasolina,lima,12000.0,2021,camioneta,automatica
otro,lima,7000.0,2007,otros,mecanica
gasolina,lima,24000.0,2017,camioneta,secuencial
otro,lima,7500.0,2016,otros,mecanica
gasolina,lima,10500.0,2011,camioneta,secuencial
gasolina,lima,9600.0,2010,camioneta,automatica
otro,lima,27500.0,2024,camioneta,secuencial
gasolina,provincia,23000.0,2022,camioneta,mecanica
gasolina,lima,14000.0,2020,camioneta,secuencial
gasolina,lima,32000.0,2024,camioneta,secuencial
gasolina,lima,12500.0,2024,camioneta,secuencial
gasolina,lima,15500.0,2015,camioneta,automatica
otro,lima,7700.0,2020,otros,mecanica
gasolina,lima,9300.0,2018,otros,automatica
gasolina,lima,14000.0,2014,otros,secuencial
otro,lima,13950.0,2022,otros,secuencial
gasolina,lima,35000.0,2024,camioneta,automatica
gasolina,lima,7900.0,2010,otros,mecanica
gasolina,lima,11900.0,2012,otros,secuencial
gasolina,lima,7900.0,2014,otros,mecanica
otro,lima,14600.0,2022,camioneta,mecanica
otro,lima,11000.0,2015,camioneta,secuencial
gasolina,lima,14500.0,2016,camioneta,automatica
gasolina,lima,9700.0,2016,otros,mecanica
gasolina,provincia,22500.0,2022,camioneta,mecanica
otro,lima,13500.0,2012,camioneta,automatica
otro,lima,8600.0,2023,otros,mecanica
gasolina,lima,34800.0,2023,camioneta,secuencial
gasolina,lima,21000.0,2024,camioneta,mecanica
otro,lima,10500.0,2005,camioneta,secuencial
gasolina,lima,10000.0,2010,camioneta,secuencial
gasolina,lima,14500.0,2016,camioneta,secuencial
otro,lima,23200.0,2024,camioneta,automatica
